step	integral_value
265	-0.193302	30.9155
266	-0.193302	30.9155
267	-0.193302	30.9155
268	-0.193302	30.9155
269	-0.193302	30.9155
270	-0.193302	30.9155
271	-0.193302	30.9155
272	-0.193302	30.9155
273	-0.193302	30.9155
274	-0.193302	30.9155
275	-0.55388	48.6296
276	0.392102	3.17222
277	0.392102	3.17222
278	0.392102	3.17222
279	0.392102	3.17222
280	-0.516826	10.1004
281	-0.516826	10.1004
282	0.371542	2.33312
283	1.20951	0.82036
284	1.20951	0.82036
285	0.308373	3.40802
286	0.308373	3.40802
287	0.308373	3.40802
288	0.0616589	0.153234
289	0.0616589	0.153234
290	-0.664994	0.272069
291	0.843952	3.92186
292	0.843952	3.92186
293	0.843952	3.92186
294	1.27637	1.39136
295	0.750179	1.52697
296	-0.56154	14.0395
297	-0.56154	14.0395
298	-0.56154	14.0395
299	-0.56154	14.0395
300	-0.56154	14.0395
301	-0.56154	14.0395
302	-0.56154	14.0395
303	-0.56154	14.0395
304	-0.56154	14.0395
305	-0.56154	14.0395
306	-0.56154	14.0395
307	-0.56154	14.0395
308	-1.65834	8.13117
309	-1.65834	8.13117
310	-0.359397	9.90907
311	-0.359397	9.90907
312	-0.359397	9.90907
313	0.0734198	1.93585
314	0.0734198	1.93585
315	0.298165	3.46238
316	0.298165	3.46238
317	0.944087	3.22291
318	0.944087	3.22291
319	0.936696	2.87882
320	0.936696	2.87882
321	0.936696	2.87882
322	0.936696	2.87882
323	0.76205	58.8039
324	0.76205	58.8039
325	0.76205	58.8039
326	0.76205	58.8039
327	0.76205	58.8039
328	0.76205	58.8039
329	0.76205	58.8039
330	0.76205	58.8039
331	0.76205	58.8039
332	0.76205	58.8039
333	0.76205	58.8039
334	0.70136	28.9004
335	0.70136	28.9004
336	0.70136	28.9004
337	0.70136	28.9004
338	0.70136	28.9004
339	0.70136	28.9004
340	-1.30254	8.2397
341	-0.494463	589.653
342	-0.494463	589.653
343	-0.494463	589.653
344	-0.494463	589.653
345	-0.494463	589.653
346	-0.494463	589.653
347	-0.494463	589.653
348	-0.494463	589.653
349	-0.494463	589.653
350	-0.494463	589.653
351	-0.494463	589.653
352	-0.494463	589.653
353	-0.494463	589.653
354	-0.494463	589.653
355	-0.494463	589.653
356	-0.494463	589.653
357	-0.494463	589.653
358	-0.494463	589.653
359	-0.494463	589.653
360	-0.494463	589.653
361	-0.494463	589.653
362	-0.494463	589.653
363	-0.494463	589.653
364	-0.494463	589.653
365	-0.494463	589.653
366	-0.494463	589.653
367	-0.494463	589.653
368	-0.494463	589.653
369	-0.494463	589.653
370	-0.494463	589.653
371	-0.494463	589.653
372	-0.494463	589.653
373	-0.494463	589.653
374	-0.494463	589.653
375	-0.494463	589.653
376	-0.494463	589.653
377	-0.494463	589.653
378	-0.494463	589.653
379	-0.494463	589.653
380	-0.494463	589.653
381	-0.494463	589.653
382	-0.494463	589.653
383	-0.494463	589.653
384	-0.494463	589.653
385	-0.494463	589.653
386	-0.494463	589.653
387	-0.494463	589.653
388	-0.494463	589.653
389	-0.494463	589.653
390	-0.494463	589.653
391	-0.494463	589.653
392	-0.494463	589.653
393	-0.494463	589.653
394	-0.494463	589.653
395	-0.494463	589.653
396	-0.494463	589.653
397	-0.494463	589.653
398	-0.494463	589.653
399	-0.494463	589.653
400	-0.494463	589.653
401	-0.494463	589.653
402	-0.494463	589.653
403	-0.494463	589.653
404	-0.494463	589.653
405	-0.494463	589.653
406	-0.494463	589.653
407	-0.494463	589.653
408	-0.494463	589.653
409	-0.494463	589.653
410	-0.494463	589.653
411	-0.494463	589.653
412	-0.494463	589.653
413	-0.494463	589.653
414	-0.494463	589.653
415	-0.494463	589.653
416	-0.494463	589.653
417	-0.494463	589.653
418	-0.494463	589.653
419	-0.494463	589.653
420	-0.494463	589.653
421	-0.494463	589.653
422	-0.494463	589.653
423	-0.494463	589.653
424	-0.494463	589.653
425	0.408183	16.7404
426	0.408183	16.7404
427	0.408183	16.7404
428	0.408183	16.7404
429	0.408183	16.7404
430	0.408183	16.7404
431	0.408183	16.7404
432	0.408183	16.7404
433	0.408183	16.7404
434	0.408183	16.7404
435	0.408183	16.7404
436	0.408183	16.7404
437	0.408183	16.7404
438	0.408183	16.7404
439	0.408183	16.7404
440	0.408183	16.7404
441	0.408183	16.7404
442	0.408183	16.7404
443	0.408183	16.7404
444	0.408183	16.7404
445	0.408183	16.7404
446	0.408183	16.7404
447	0.408183	16.7404
448	0.408183	16.7404
449	0.408183	16.7404
450	0.408183	16.7404
451	0.408183	16.7404
452	0.408183	16.7404
453	0.408183	16.7404
454	0.408183	16.7404
455	0.408183	16.7404
456	0.408183	16.7404
457	0.408183	16.7404
458	0.408183	16.7404
459	0.408183	16.7404
460	0.408183	16.7404
461	0.408183	16.7404
462	0.408183	16.7404
463	0.408183	16.7404
464	0.408183	16.7404
465	0.408183	16.7404
466	0.408183	16.7404
467	0.408183	16.7404
468	0.408183	16.7404
469	0.408183	16.7404
470	0.408183	16.7404
471	0.435637	2.98552
472	0.435637	2.98552
473	0.435637	2.98552
474	0.435637	2.98552
475	0.127597	4.62429
476	-0.613138	4.77007
477	-0.613138	4.77007
478	0.202545	4.55218
479	0.328025	6.50982
480	0.328025	6.50982
481	0.328025	6.50982
482	0.328025	6.50982
483	0.328025	6.50982
484	-0.258377	8.7923
485	-0.258377	8.7923
486	-0.258377	8.7923
487	-0.258377	8.7923
488	-0.258377	8.7923
489	-0.258377	8.7923
490	-0.258377	8.7923
491	-0.258377	8.7923
492	-0.258377	8.7923
493	-0.604583	4.16109
494	-0.604583	4.16109
495	-0.604583	4.16109
496	-0.604583	4.16109
497	-0.604583	4.16109
498	-0.604583	4.16109
499	-0.604583	4.16109
500	-0.0387819	80.3046
501	-0.0387819	80.3046
502	-0.0387819	80.3046
503	-0.0387819	80.3046
504	-0.0387819	80.3046
505	-0.0387819	80.3046
506	-0.0387819	80.3046
507	-0.0387819	80.3046
508	-0.0387819	80.3046
509	-0.0387819	80.3046
510	-0.201088	10.256
511	-0.330125	3.58276
512	-0.330125	3.58276
513	0.448599	2.76046
514	0.448599	2.76046
515	0.770773	2.83463
516	0.770773	2.83463
517	0.770773	2.83463
518	0.770773	2.83463
519	0.770773	2.83463
520	0.770773	2.83463
521	0.770773	2.83463
522	0.770773	2.83463
523	0.770773	2.83463
524	0.122555	0.573783
525	0.122555	0.573783
526	0.122555	0.573783
527	0.197889	0.229237
528	-0.864243	0.127382
529	0.102285	0.327126
530	0.102285	0.327126
531	0.845291	0.556346
532	0.845291	0.556346
533	0.854418	10.4529
534	0.854418	10.4529
535	0.854418	10.4529
536	0.854418	10.4529
537	0.854418	10.4529
538	0.854418	10.4529
539	0.854418	10.4529
540	0.854418	10.4529
541	0.854418	10.4529
542	0.854418	10.4529
543	-1.43122	9.96882
544	-1.43122	9.96882
545	-0.325182	1.26094
546	-0.0552225	1.19377
547	-0.0552225	1.19377
548	-0.0552225	1.19377
549	-0.0552225	1.19377
550	-0.221376	0.908104
551	1.21532	0.360466
552	0.138627	3.57355
553	0.138627	3.57355
554	0.138627	3.57355
555	-0.0187872	3.81958
556	-0.0187872	3.81958
557	1.21592	1.35901
558	1.21592	1.35901
559	-0.639573	2.59626
560	-0.639573	2.59626
561	-0.594843	9.16896
562	-0.594843	9.16896
563	-0.594843	9.16896
564	-0.594843	9.16896
565	-0.594843	9.16896
566	-0.594843	9.16896
567	-0.594843	9.16896
568	-0.594843	9.16896
569	-0.594843	9.16896
570	-0.594843	9.16896
571	-0.594843	9.16896
572	-0.594843	9.16896
573	-0.594843	9.16896
574	-0.594843	9.16896
575	-0.594843	9.16896
576	-0.594843	9.16896
577	-0.594843	9.16896
578	-0.594843	9.16896
579	-0.594843	9.16896
580	-0.594843	9.16896
581	-0.594843	9.16896
582	-0.462097	1.5463
583	0.286131	0.156677
584	0.286131	0.156677
585	-0.129585	13.7691
586	-0.129585	13.7691
587	-0.129585	13.7691
588	-0.129585	13.7691
589	-0.0752429	59.3941
590	-0.0752429	59.3941
591	-0.0752429	59.3941
592	-0.0752429	59.3941
593	-0.0752429	59.3941
594	-0.0752429	59.3941
595	-0.0752429	59.3941
596	-0.0752429	59.3941
597	-0.0752429	59.3941
598	-0.0752429	59.3941
599	-0.0752429	59.3941
600	-0.0752429	59.3941
601	-0.0752429	59.3941
602	-0.0752429	59.3941
603	-0.0752429	59.3941
604	-0.0752429	59.3941
605	-0.0752429	59.3941
606	-0.0752429	59.3941
607	-0.0752429	59.3941
608	-0.0752429	59.3941
609	-0.0752429	59.3941
610	-0.0752429	59.3941
611	-0.0752429	59.3941
612	-0.0752429	59.3941
613	-0.0752429	59.3941
614	-0.0752429	59.3941
615	-0.0752429	59.3941
616	-0.0752429	59.3941
617	-0.0752429	59.3941
618	-0.0752429	59.3941
619	-0.0752429	59.3941
620	-0.0752429	59.3941
621	-0.0752429	59.3941
622	-0.0752429	59.3941
623	-0.0752429	59.3941
624	-0.0752429	59.3941
625	-0.0752429	59.3941
626	-0.0752429	59.3941
627	-0.0752429	59.3941
628	-0.0752429	59.3941
629	-0.0752429	59.3941
630	-0.0752429	59.3941
631	-0.0752429	59.3941
632	-0.0752429	59.3941
633	-0.0752429	59.3941
634	-0.0752429	59.3941
635	-0.0752429	59.3941
636	-0.0752429	59.3941
637	-0.0752429	59.3941
638	-0.0752429	59.3941
639	-0.0752429	59.3941
640	-0.0752429	59.3941
641	-0.0752429	59.3941
642	-0.0752429	59.3941
643	-0.0752429	59.3941
644	-0.0752429	59.3941
645	-0.0752429	59.3941
646	-0.0752429	59.3941
647	-0.0752429	59.3941
648	-0.0752429	59.3941
649	-0.0752429	59.3941
650	-0.0752429	59.3941
651	-0.0752429	59.3941
652	-0.0752429	59.3941
653	-0.0752429	59.3941
654	-0.0752429	59.3941
655	-0.0752429	59.3941
656	-0.0752429	59.3941
657	-0.0752429	59.3941
658	-0.0752429	59.3941
659	-0.0752429	59.3941
660	-0.0752429	59.3941
661	-0.0752429	59.3941
662	-0.0752429	59.3941
663	-0.0752429	59.3941
664	-0.0752429	59.3941
665	-0.0752429	59.3941
666	-0.0752429	59.3941
667	-0.0752429	59.3941
668	-0.0752429	59.3941
669	-0.0752429	59.3941
670	-0.0752429	59.3941
671	-0.0752429	59.3941
672	-0.0752429	59.3941
673	-0.0752429	59.3941
674	-0.0752429	59.3941
675	-0.0752429	59.3941
676	-0.0752429	59.3941
677	-0.0752429	59.3941
678	-0.0752429	59.3941
679	-0.0752429	59.3941
680	-0.0752429	59.3941
681	-0.0752429	59.3941
682	-0.0752429	59.3941
683	-0.0752429	59.3941
684	-0.0752429	59.3941
685	-0.0752429	59.3941
686	-0.0752429	59.3941
687	-0.0752429	59.3941
688	-0.0752429	59.3941
689	-0.0752429	59.3941
690	-0.0752429	59.3941
691	-0.0752429	59.3941
692	-0.0752429	59.3941
693	-0.0752429	59.3941
694	-0.0752429	59.3941
695	-0.0752429	59.3941
696	-0.0752429	59.3941
697	-0.0752429	59.3941
698	-0.0752429	59.3941
699	-0.0752429	59.3941
700	-0.0752429	59.3941
701	-0.0752429	59.3941
702	-0.0752429	59.3941
703	-0.0752429	59.3941
704	-0.0752429	59.3941
705	-0.0752429	59.3941
706	-0.0752429	59.3941
707	-0.0752429	59.3941
708	-0.0752429	59.3941
709	-0.0752429	59.3941
710	-0.0752429	59.3941
711	-0.0752429	59.3941
712	-0.0752429	59.3941
713	-0.0752429	59.3941
714	-0.0752429	59.3941
715	-0.0752429	59.3941
716	-0.0752429	59.3941
717	-0.0752429	59.3941
718	-0.0752429	59.3941
719	-0.0752429	59.3941
720	-0.577574	12.6708
721	-0.577574	12.6708
722	-0.577574	12.6708
723	-0.577574	12.6708
724	-0.577574	12.6708
725	-0.577574	12.6708
726	-0.577574	12.6708
727	-0.577574	12.6708
728	-0.577574	12.6708
729	-0.577574	12.6708
730	-0.577574	12.6708
731	-0.577574	12.6708
732	0.0713784	0.686192
733	-0.000212763	2.79758
734	-0.000212763	2.79758
735	1.0398	1.22647
736	1.0398	1.22647
737	1.0398	1.22647
738	0.986353	7.86504
739	0.986353	7.86504
740	-0.358467	0.361778
741	-1.2917	3.97902
742	-1.2917	3.97902
743	-1.2917	3.97902
744	-1.10171	12.6438
745	-1.10171	12.6438
746	-1.10171	12.6438
747	-1.10171	12.6438
748	-1.10171	12.6438
749	-1.10171	12.6438
750	1.20805	26.025
751	1.20805	26.025
752	-0.916626	17.331
753	0.583117	0.609509
754	0.583117	0.609509
755	-0.498586	1.16748
756	-0.498586	1.16748
757	0.139883	2.18011
758	0.531495	2.01104
759	0.531495	2.01104
760	-0.687085	2.62566
761	-0.687085	2.62566
762	-0.446625	0.316968
763	-0.446625	0.316968
764	-0.446625	0.316968
765	-0.306473	0.548105
766	-0.0363687	0.377543
767	-0.436085	1.14117
768	-0.436085	1.14117
769	-0.436085	1.14117
770	0.504186	0.162044
771	-0.989827	27.8098
772	-0.989827	27.8098
773	-0.989827	27.8098
774	-0.989827	27.8098
775	-0.989827	27.8098
776	-0.989827	27.8098
777	0.299346	7.5083
778	0.299346	7.5083
779	0.534376	10.6666
780	0.534376	10.6666
781	0.534376	10.6666
782	-0.282445	9.92019
783	-0.282445	9.92019
784	-0.282445	9.92019
785	-0.282445	9.92019
786	-0.282445	9.92019
787	-0.282445	9.92019
788	-0.282445	9.92019
789	-0.282445	9.92019
790	-0.282445	9.92019
791	-0.282445	9.92019
792	-0.282445	9.92019
793	-0.282445	9.92019
794	-0.282445	9.92019
795	-0.282445	9.92019
796	-0.282445	9.92019
797	-0.282445	9.92019
798	-0.282445	9.92019
799	-0.379386	11.5412
800	-0.379386	11.5412
801	-0.379386	11.5412
802	-0.0792937	0.240416
803	0.348324	0.196752
804	0.157733	3.44798
805	0.157733	3.44798
806	0.483776	3.17262
807	0.940417	0.944764
808	0.940417	0.944764
809	-1.37248	189.335
810	-1.37248	189.335
811	-1.37248	189.335
812	-1.37248	189.335
813	-1.37248	189.335
814	-1.37248	189.335
815	-1.37248	189.335
816	-1.37248	189.335
817	-1.37248	189.335
818	1.08522	13.882
819	1.08522	13.882
820	1.08522	13.882
821	0.529431	31.9589
822	0.529431	31.9589
823	0.529431	31.9589
824	0.529431	31.9589
825	0.529431	31.9589
826	0.529431	31.9589
827	0.529431	31.9589
828	0.529431	31.9589
829	0.529431	31.9589
830	0.529431	31.9589
831	0.529431	31.9589
832	0.529431	31.9589
833	0.529431	31.9589
834	0.529431	31.9589
835	0.529431	31.9589
836	0.529431	31.9589
837	0.529431	31.9589
838	0.529431	31.9589
839	0.529431	31.9589
840	0.529431	31.9589
841	0.529431	31.9589
842	0.529431	31.9589
843	0.529431	31.9589
844	0.529431	31.9589
845	0.529431	31.9589
846	0.529431	31.9589
847	0.529431	31.9589
848	0.529431	31.9589
849	0.529431	31.9589
850	0.529431	31.9589
851	0.253691	0.36891
852	0.253691	0.36891
853	0.113557	0.37132
854	-0.367085	1.6975
855	-0.542956	0.150477
856	0.0473279	0.102346
857	-0.413732	0.439119
858	-0.841386	0.297766
859	-0.841386	0.297766
860	-0.119119	2.96014
861	-0.119119	2.96014
862	-0.119119	2.96014
863	-1.40054	9.5204
864	0.520479	10.8066
865	0.520479	10.8066
866	0.520479	10.8066
867	-0.0260911	1.72665
868	-0.0260911	1.72665
869	0.317612	1.89349
870	0.317612	1.89349
871	0.317612	1.89349
872	0.317612	1.89349
873	-0.133302	1.1731
874	-1.15785	1.74079
875	0.246568	1.1997
876	-1.0277	0.500041
877	-0.510596	1.50873
878	-0.510596	1.50873
879	-1.15207	1.40429
880	0.888029	2.86198
881	0.888029	2.86198
882	0.204536	0.369878
883	-0.0138667	0.141321
884	-0.692832	0.140671
885	-0.0760994	1.85116
886	-0.0760994	1.85116
887	-0.00652981	4.72073
888	-0.00652981	4.72073
889	1.50352	0.34338
890	1.50352	0.34338
891	1.50352	0.34338
892	-1.2648	0.466654
893	1.84981	0.103312
894	-0.357298	0.101943
895	-0.357298	0.101943
896	-0.865277	2.58739
897	0.248657	3.80679
898	0.248657	3.80679
899	-0.254385	0.528447
900	0.0574301	0.699085
901	-0.340628	0.342541
902	-0.340628	0.342541
903	-0.340628	0.342541
904	-0.342879	182.673
905	-0.342879	182.673
906	-0.342879	182.673
907	-0.342879	182.673
908	-0.342879	182.673
909	0.00688552	288.23
910	0.00688552	288.23
911	0.00688552	288.23
912	0.00688552	288.23
913	0.00688552	288.23
914	0.00688552	288.23
915	0.00688552	288.23
916	0.00688552	288.23
917	0.00688552	288.23
918	0.00688552	288.23
919	0.00688552	288.23
920	0.00688552	288.23
921	1.02894	8.65549
922	-0.0198277	71.537
923	-0.0198277	71.537
924	-0.0198277	71.537
925	-0.0198277	71.537
926	-0.0198277	71.537
927	-0.0198277	71.537
928	-0.0198277	71.537
929	-0.0198277	71.537
930	-0.0198277	71.537
931	-0.0198277	71.537
932	-0.0198277	71.537
933	-0.0198277	71.537
934	-0.0198277	71.537
935	-0.0198277	71.537
936	0.83131	156.853
937	0.83131	156.853
938	0.83131	156.853
939	0.83131	156.853
940	0.83131	156.853
941	0.83131	156.853
942	0.83131	156.853
943	0.83131	156.853
944	0.83131	156.853
945	0.83131	156.853
946	0.83131	156.853
947	0.83131	156.853
948	0.83131	156.853
949	0.83131	156.853
950	0.83131	156.853
951	0.83131	156.853
952	0.83131	156.853
953	0.83131	156.853
954	0.83131	156.853
955	0.83131	156.853
956	0.83131	156.853
957	0.83131	156.853
958	0.83131	156.853
959	0.83131	156.853
960	0.83131	156.853
961	0.83131	156.853
962	0.83131	156.853
963	0.83131	156.853
964	0.83131	156.853
965	0.83131	156.853
966	0.83131	156.853
967	0.83131	156.853
968	0.83131	156.853
969	0.83131	156.853
970	0.83131	156.853
971	0.83131	156.853
972	0.83131	156.853
973	0.83131	156.853
974	0.83131	156.853
975	0.83131	156.853
976	0.83131	156.853
977	0.83131	156.853
978	0.83131	156.853
979	0.83131	156.853
980	0.83131	156.853
981	0.83131	156.853
982	0.83131	156.853
983	0.83131	156.853
984	0.83131	156.853
985	0.83131	156.853
986	0.83131	156.853
987	0.83131	156.853
988	0.83131	156.853
989	0.83131	156.853
990	0.83131	156.853
991	0.83131	156.853
992	0.83131	156.853
993	0.83131	156.853
994	0.83131	156.853
995	0.83131	156.853
996	0.83131	156.853
997	0.83131	156.853
998	0.83131	156.853
999	0.83131	156.853
